2017_NinYFX0A-kYIGrIrHzW-zA,0.58063644,0.027133971,0.017627776,0.09050396,0.00819847,0.01746896,0.13679036,0.008815378,0.056188732,0.023045212,101,2017_NinYFX0A-kYIGrIrHzW-zA_0.jpg,51.551003,-0.176289,a car driving down a street next to a forest;a car driving down a street next to trees;a car driving down a street next to a building;a car driving down a street next to a tall building;a car driving down a street next to a sidewalk
2017_LCPG-JixzUvRD8nnGxb6bA,0.6383593,0.030403286,0.021278441,0.06844279,0.007994473,0.016166508,0.0960902,0.00897193,0.05135578,0.018199503,101,2017_LCPG-JixzUvRD8nnGxb6bA_0.jpg,51.541003,-0.116289,a white building sitting on the corner of a street;a large white building sitting on the side of a street;a white building sitting on the side of a road;a large white building sitting on the corner of a street;a white building sitting on the side of a street
2017_nm-bwMVdG5ClKpwntq_pbQ,0.5971191,0.030271739,0.018685222,0.087334394,0.009107053,0.01815921,0.09732592,0.008033782,0.070943534,0.021220863,101,2017_nm-bwMVdG5ClKpwntq_pbQ_0.jpg,51.501003,-0.046289,a large building with a lot of windows;a building that has a large building in front of it;a large building with a lot of windows on it;a building that has a large building in the middle;a large building with a lot of windows on the side
2017_UelVvf24d6-OkpuQD-VKew,0.42361906,0.026078314,0.016686827,0.168367,0.010748684,0.021108478,0.15012413,0.008120924,0.107757986,0.033464253,101,2017_UelVvf24d6-OkpuQD-VKew_0.jpg,51.531003,-0.146289,a road with a car driving down the road;an empty road with a car driving down it;a road with a car driving on the road;an empty road with a car driving down the road;a long road with a car driving down it
2017_hJxgWjYwDnLz56SVsGYTog,0.5125537,0.030541182,0.016086817,0.14860994,0.012396693,0.025371522,0.1216577,0.009050339,0.10585797,0.028623015,101,2017_hJxgWjYwDnLz56SVsGYTog_0.jpg,51.551003,-0.186289,a long road with houses on each side;a view of a street with houses and parked cars;a view of a street with a car parked on the side;a view of a street with a car parked on it;a view of a street with a car parked on the side of it
2017_jjLo78rXH0tqK6LuSU7n7w,0.66013205,0.037714034,0.026722103,0.0640209,0.00996843,0.01918611,0.08555007,0.010884285,0.05255285,0.0178774,101,2017_jjLo78rXH0tqK6LuSU7n7w_0.jpg,51.551003,-0.196289,a car driving down a street next to houses;a car driving down a street past some houses;a view of a street from a car window;a car driving down a street next to a building;a car driving down a street next to buildings
2017_89l7nCxJv_e6qKCyiRkUxQ,0.64345837,0.031606495,0.025999188,0.06058067,0.008091778,0.014862865,0.09436068,0.008972198,0.05016762,0.017268479,101,2017_89l7nCxJv_e6qKCyiRkUxQ_0.jpg,51.551003,-0.116289,a street with a building in the background;a city street with tall buildings in the background;a street with a building in the middle;a street with a building in the middle of it;a street with a building in the middle of the street
2017_uT8WzBUjJd4Ur-FkCQD77Q,0.6690203,0.058599025,0.07153839,0.04912588,0.015645057,0.021238238,0.07777274,0.019304782,0.050057262,0.019381076,101,2017_uT8WzBUjJd4Ur-FkCQD77Q_0.jpg,51.491003,-0.146289,a group of cars parked in front of a tall building;a group of cars parked on the side of a road;a group of cars parked on the side of a street;a group of cars parked on the side of the road;a line of cars parked on the side of a street
2017_CBK-gXykMy9KFLrRUUkCMA,0.67465645,0.050476044,0.042939216,0.05822155,0.013622403,0.02228272,0.076242596,0.015335918,0.051314533,0.01780644,101,2017_CBK-gXykMy9KFLrRUUkCMA_0.jpg,51.471003,-0.046289,a street with cars parked on the side;a street with parked cars on the side of it;a street with cars parked along side of the road;a street with parked cars on the side of the road;a street with parked cars on the side of the street
2017_VMMSJULahMypjMXeJSjCzA,0.46347013,0.023036063,0.022150993,0.12450123,0.008762181,0.016223222,0.24143684,0.008333653,0.059801668,0.031891346,502,2017_VMMSJULahMypjMXeJSjCzA_0.jpg,51.501003,-0.206289,a long empty street surrounded by a fence;a long empty street surrounded by green trees;a long empty street surrounded by trees;a long empty street surrounded by a forest;a long road with a long line of trees
2017_fiCeYTvobAEhRNTtOctv0Q,0.6806492,0.049442172,0.06057176,0.04183829,0.012236983,0.017195523,0.08911672,0.017921537,0.0428496,0.018413842,101,2017_fiCeYTvobAEhRNTtOctv0Q_0.jpg,51.461003,-0.216289,a car driving down a street next to tall buildings;a car driving down a street past tall buildings;a car driving down a street next to buildings;a view of a street from inside a car window;a car driving down a street next to a tall building
2017_90y1kR31h3ReopyiOlDYDA,0.6214881,0.031160355,0.020394564,0.084129244,0.009542942,0.019037783,0.092051476,0.00942272,0.05850494,0.020314336,101,2017_90y1kR31h3ReopyiOlDYDA_0.jpg,51.551003,-0.076289,a sign that is on the side of a road;a sign that is on the side of a building;a sign that is on the side of a street;a sign that is on the side of the road;a view of a street from the side of a road
2017_EAjY0wKiQ5YMfdVEj9KEOA,0.5785677,0.028012723,0.019371212,0.09632751,0.008873373,0.017597556,0.10295743,0.007636935,0.07354924,0.02208519,101,2017_EAjY0wKiQ5YMfdVEj9KEOA_0.jpg,51.501003,-0.096289,a view of a building from a window;a view of a building from the side;a view of a building from the side of a road;a view of a building from the side of the street;a view of a building from the side of the road
2017_9eKcko8G1ONYdiP2QlO2jA,0.6329944,0.03388232,0.020710707,0.07978225,0.009740979,0.01980573,0.089250535,0.0094648,0.06187442,0.019333571,101,2017_9eKcko8G1ONYdiP2QlO2jA_0.jpg,51.511003,-0.056289,an empty street with no cars on it;a view of a city street from across the street;a view of a street from the side of the road;a view of a street from the side of a road;a view of a street from the side of the street
2017_GDxD5sGI3L6OoesjvHEYqg,0.67529166,0.048189282,0.054190665,0.046783507,0.012064874,0.018156588,0.082199305,0.015326977,0.045413136,0.016934276,101,2017_GDxD5sGI3L6OoesjvHEYqg_0.jpg,51.491003,-0.086289,a view of a city street from the side of the street;a view of a city street from a street;a view of a city street from the street;a view of a city street from the side of the road;a view of a city street from the side of a road
2017_MqneYIGby59NIaUfmK20_g,0.63597757,0.032633573,0.028580964,0.05981931,0.008393109,0.015346587,0.09331468,0.009953052,0.050854802,0.018551707,101,2017_MqneYIGby59NIaUfmK20_g_0.jpg,51.531003,-0.216289,a view of a street from the sidewalk;a view of a street from a distance;a view of a street from the street;a city street with buildings and cars parked on the side;a city street with buildings and cars parked on it
2017_CwV-m1xrnUK6hedAcNDRLQ,0.60823554,0.032907575,0.020579249,0.09163791,0.010506719,0.020311177,0.08437431,0.009395719,0.06824657,0.02146241,101,2017_CwV-m1xrnUK6hedAcNDRLQ_0.jpg,51.551003,-0.086289,a bus parked on the side of the road;a bus parked in front of a tall building;a bus parked on the side of the street;a bus parked on the side of a street;a bus parked on the side of a road
2017_s7-cOWBkfxF6F2vGhOUerw,0.63358945,0.03732726,0.02408883,0.08598992,0.012248576,0.02242732,0.08354697,0.011650533,0.06264785,0.02120629,101,2017_s7-cOWBkfxF6F2vGhOUerw_0.jpg,51.541003,-0.086289,a truck parked on the side of the road;a truck parked on the side of a road;a truck parked on the side of the road near trees;a truck parked on the side of a road near trees;a truck parked on the side of the road near a fence
2017_Wd3Asi0ZLDlIH8WZDURkKg,0.6701345,0.039666742,0.036464274,0.04558021,0.009399235,0.015896767,0.089966655,0.012555182,0.041332334,0.015884548,101,2017_Wd3Asi0ZLDlIH8WZDURkKg_0.jpg,51.461003,-0.196289,a group of cars parked on the side of a road;a group of cars parked on the side of the road;a group of cars driving down a street;a street with cars parked on the side of the road;a group of cars parked on the side of a street
2017_biExSl6GWs_WwN9YEvhLbw,0.65792036,0.059755385,0.066246,0.056981206,0.016128033,0.021909058,0.07410166,0.018552959,0.055339187,0.020511061,101,2017_biExSl6GWs_WwN9YEvhLbw_0.jpg,51.501003,-0.196289,a group of cars driving down a street;a highway with cars parked on the side of it;a group of cars parked on the side of a road;a group of cars parked on the side of the road;a group of cars parked on the side of a street
2017_J-sw9FpAdbKcuwGyV1tO9Q,0.5998955,0.041046113,0.02562946,0.098831534,0.014632911,0.025819331,0.0805282,0.012646288,0.08273727,0.025535047,101,2017_J-sw9FpAdbKcuwGyV1tO9Q_0.jpg,51.471003,-0.036289,a yellow school bus driving down a street;a bus driving down a street next to a tall building;a yellow bus driving down a street past tall buildings;a yellow bus driving down a street next to houses;a yellow bus driving down a street next to tall buildings
2017_qJeKQbs1IB0JE37GvTj9Pw,0.6342919,0.04924777,0.083334684,0.036567986,0.013548255,0.0169079,0.13035935,0.020754784,0.038895816,0.023295939,101,2017_qJeKQbs1IB0JE37GvTj9Pw_0.jpg,51.511003,-0.136289,a city street with people walking on the sidewalk;a city street with people walking down the street;a city street with people walking down it;a city street with people walking down the sidewalk;a city street with people walking down it and buildings
2017_1w6zYnRFk8xQv2XHWwxvSw,0.61811554,0.02762404,0.028213322,0.05419147,0.007197529,0.013056248,0.14035562,0.009203315,0.041670054,0.018678516,101,2017_1w6zYnRFk8xQv2XHWwxvSw_0.jpg,51.551003,-0.096289,a large brick building with a fence in front of it;a red brick building with a green fence;a large brick building with a fenced in area;a large brick building with a fence on the side;a large brick building with a fence on the side of it
2017_KohZ0_8w12P_HLv46Q2zrw,0.6570896,0.03702873,0.028151602,0.0673497,0.010178179,0.019429028,0.08172718,0.010740936,0.053681046,0.017737001,101,2017_KohZ0_8w12P_HLv46Q2zrw_0.jpg,51.471003,-0.116289,a empty street with houses on each side;a empty street with houses on both sides;an empty street with a few cars parked on it;a empty street with a car parked on the side;a empty street with a car parked on the side of it
2017_7wcY-zIZNMHLck3JHi244Q,0.60506165,0.037353426,0.022701323,0.08805016,0.011981905,0.022353709,0.08857307,0.010033608,0.077046394,0.0224199,101,2017_7wcY-zIZNMHLck3JHi244Q_0.jpg,51.551003,-0.126289,a view of a street from a car window;a view of a city street from a vehicle;a view of a city street from a car;a view of a street from the side of a building;a view of a street from the side of a red brick building
2017_IqEVA6GpWw6ErQ-vSuEJvQ,0.48972136,0.0250189,0.015825272,0.14947519,0.009274095,0.018667787,0.14790514,0.00767684,0.07858938,0.027944744,101,2017_IqEVA6GpWw6ErQ-vSuEJvQ_0.jpg,51.551003,-0.216289,a car parked on the side of the road;a car driving down a road next to a tree;a car parked on the side of a road;a car parked on the side of a road near a tree;a blue car driving down a street next to a tree
2017_CfxPJpytYOYvOOqi1HQWHg,0.6492491,0.03891489,0.033020526,0.064679235,0.010638595,0.01853472,0.076574594,0.011305213,0.05469042,0.018254757,101,2017_CfxPJpytYOYvOOqi1HQWHg_0.jpg,51.531003,-0.186289,a car driving down a street next to a tall building;a view of a street from a car window;a view of a city street with cars and buildings;a view of a city street with cars and buildings in the background;a view of a street from a car of buildings
2017_oeKeKDN2aKAlFCfE60VCOA,0.6748458,0.054278225,0.05958399,0.04890451,0.013896376,0.020394892,0.07792172,0.017151445,0.048422158,0.01783225,101,2017_oeKeKDN2aKAlFCfE60VCOA_0.jpg,51.461003,-0.076289,a row of parked cars on a city street;a group of cars parked on the side of a street;a row of parked cars in front of a house;a group of cars parked in front of a house;a group of cars parked on the side of the road
2017_Wu_yDmOlZ3wTQ12_0A6G-w,0.6863698,0.045028538,0.044822514,0.046329647,0.011058658,0.01743552,0.08239564,0.014698744,0.04308656,0.016659826,101,2017_Wu_yDmOlZ3wTQ12_0A6G-w_0.jpg,51.551003,-0.056289,a red brick building in the middle of the street;a red brick building in the middle of a street;a red brick building in the middle of a park;a red brick building with a red roof and a red building;a red brick building with a red roof and a red house
2017_KOvlFPthpsOwQtSdKgWdkg,0.5505551,0.025129944,0.015828341,0.099329114,0.008386999,0.017462313,0.14034662,0.008400142,0.06171888,0.024225235,101,2017_KOvlFPthpsOwQtSdKgWdkg_0.jpg,51.461003,-0.146289,a police car parked in front of a truck;a police car parked in front of another car;a police car parked in front of a white truck;a white van parked in front of a white truck;a car parked in a parking lot next to a white truck
2017_Q1gN9nd3s522a0jR8KcaNw,0.62440664,0.03753531,0.022536904,0.08705801,0.011842907,0.022594452,0.08476746,0.010703892,0.06910151,0.021298379,101,2017_Q1gN9nd3s522a0jR8KcaNw_0.jpg,51.461003,-0.036289,a long street with houses on both sides;a long street with a long line of houses;a long street with a long line of houses on each side;a long road with a long line of houses on it;a long street with a long line of houses on it
2017_lZvAgOuL1U0ygFgPkg_ouw,0.6416308,0.043473184,0.02992931,0.07355046,0.012868047,0.022720158,0.07919553,0.012243032,0.06443089,0.020231634,101,2017_lZvAgOuL1U0ygFgPkg_ouw_0.jpg,51.491003,-0.176289,a group of cars parked on the side of the road;a group of cars parked in front of a building;a group of cars parked in front of a large building;a group of cars parked on the side of a road;a group of cars driving down a street
2017_Lbnl_RQPQdIa6vgTX1lKAA,0.6761857,0.04779327,0.045768857,0.052578658,0.012300104,0.019649029,0.075401485,0.014633179,0.048128963,0.01736024,101,2017_Lbnl_RQPQdIa6vgTX1lKAA_0.jpg,51.521003,-0.146289,a city street with parked cars and a bus;a car parked on the side of the road;a car parked on the side of a street;a car parked on the side of the street;a city street with a car parked on the side
2017_ruEgRb6AgJYfM7zvA3fz3Q,0.68516254,0.045525312,0.03972462,0.050965965,0.011388153,0.019064486,0.08054784,0.014017373,0.04614979,0.01691851,101,2017_ruEgRb6AgJYfM7zvA3fz3Q_0.jpg,51.521003,-0.206289,a street with cars parked on the side of it;a street with a few cars parked on the side of the road;a street with cars parked on the side of the road;a street with a few cars parked on the side of it;a street with a few cars parked on the road
2017_rWOIa6MbJAauyrx96hmvYQ,0.40600145,0.02385363,0.01970917,0.17322975,0.00975275,0.019213825,0.22034115,0.008410692,0.06761438,0.036080778,502,2017_rWOIa6MbJAauyrx96hmvYQ_0.jpg,51.541003,-0.166289,a red brick house sitting on the side of a road;a red brick house sitting on the side of a street;a red brick house sitting next to a tree;a view of a house from the street;a red brick house sitting next to a forest
2017_zpYX5mV5_aEB3F-Ls_u-Ew,0.6823029,0.055467337,0.061776817,0.046066076,0.014007479,0.01976347,0.08171272,0.018404603,0.046203703,0.017740697,101,2017_zpYX5mV5_aEB3F-Ls_u-Ew_0.jpg,51.491003,-0.186289,a group of cars parked on a city street;a group of cars parked on the side of a street;a group of cars parked on the side of the road;a group of cars parked on the side of the street;a group of cars parked on the street
2017_8V4NVtkLeQmXYAGd40XN7w,0.569399,0.05338013,0.110434115,0.040521175,0.017511547,0.01837638,0.20522398,0.024182826,0.04097429,0.030841887,502,2017_8V4NVtkLeQmXYAGd40XN7w_0.jpg,51.521003,-0.056289,a group of people walking down a street;a group of people walking down a sidewalk;a group of people walking down a sidewalk near buildings;a group of people walking down a street next to buildings;a group of people walking down a sidewalk near tall buildings
2017_ZZ6C5YKcbNTnPjO3GQw4Fw,0.5097624,0.022185028,0.016770422,0.106506824,0.007348687,0.015711576,0.1727468,0.007480413,0.061144143,0.025998443,101,2017_ZZ6C5YKcbNTnPjO3GQw4Fw_0.jpg,51.461003,-0.236289,a view of a tree lined road from a yard;a view of a street with trees and a building;a view of a tree lined street from the sidewalk;a view of a tree lined street from the side of the road;a view of a tree lined street from the side
2017_vZNpOB0cpk4XHmB3UTk_Hg,0.58447266,0.032278985,0.018627733,0.097447574,0.010112584,0.020830125,0.09751049,0.008851826,0.07645288,0.022998452,101,2017_vZNpOB0cpk4XHmB3UTk_Hg_0.jpg,51.551003,-0.146289,an empty street with no cars on it;an empty street with no cars on the road;a empty road with a few trees on each side;a empty road with a few trees on the side;a empty road with a few trees on the side of it
2017_eGpDChbzFVlsB_B-ra_RlQ,0.66864395,0.04206264,0.031464517,0.059996784,0.011112571,0.020229667,0.08257604,0.012424439,0.049897164,0.01750955,101,2017_eGpDChbzFVlsB_B-ra_RlQ_0.jpg,51.491003,-0.066289,a road that has a few cars parked on it;a road with a few cars parked on it;a road that has a few cars on it;a road with a few cars parked on the side;a road with a few cars parked on the side of it
2017_OMQvCszoEbUxmvMrQx2BBA,0.6116466,0.040473133,0.037531883,0.07664338,0.011772692,0.01810366,0.08365357,0.011111259,0.068063706,0.021706015,101,2017_OMQvCszoEbUxmvMrQx2BBA_0.jpg,51.521003,-0.076289,a large room with a building in it;a large room with a large building in it;a large building with a door on the outside of it;a large building with a door on the outside;a large room with a large building in the background
2017_pHoYHdubOTpI9C0ZOVYk7A,0.5696492,0.035689086,0.022635758,0.11174804,0.012355626,0.021876872,0.08761686,0.010164648,0.091994435,0.026054442,101,2017_pHoYHdubOTpI9C0ZOVYk7A_0.jpg,51.511003,-0.076289,a white truck driving down a city street;a white van driving down a street next to tall buildings;a white van driving down a city street;a white truck driving down a street next to tall buildings;a white van driving down a street past tall buildings
2017_eLVWBgBUfbq3TPo1WakBcA,0.68463594,0.0460169,0.041674554,0.05162984,0.011504591,0.019147307,0.077495515,0.014278144,0.04584849,0.016794533,101,2017_eLVWBgBUfbq3TPo1WakBcA_0.jpg,51.501003,-0.156289,a street with a few cars parked on it;a street with a few cars parked on the side of the road;a street with a few cars parked on the side of it;a street with a few cars parked on the side;a street with a few cars parked on the side of the street
